Name,Diameter,Lat,Lon,LonE
Reichenbach,64850,-30.48,47.95,47.95
Nother,64800,66.35,-114.18,245.82
Vesalius,64650,-3.23,114.79,114.79
Appleton,64590,37.05,158.17,158.17
Mercurius,64300,46.66,66.07,66.07
Petropavlovskiy,64070,36.92,-115.28,244.72
Abbe,63980,-57.58,174.77,174.77
Winlock,63930,35.4,-105.92,254.08
Dreyer,63840,10.24,97.09,97.09
Sechenov,63800,-6.97,-143.09,216.91
De Sitter,63790,79.81,38.57,38.57
Lexell,63700,-35.78,-4.27,355.73
Leavitt Z,63590,-42.57,-139.56,220.44
Apianus,63440,-26.96,7.87,7.87
Hartmann,63290,2.71,135.45,135.45
Steinheil,63280,-48.71,46.66,46.66
Adams,63270,-31.89,68.39,68.39
Cleostratus,63230,60.32,-77.4,282.6
Dyson,63140,60.87,-121.71,238.29
Siedentopf,62700,22.05,135.08,135.08
Hayn F,62540,68.01,85.75,85.75
Perkin,62480,47.02,-175.73,184.27
Carver,62450,-43.46,127.6,127.6
Santbech,62240,-20.99,44.06,44.06
Abulfeda,62230,-13.87,13.91,13.91
Bailly B,62210,-68.74,-63.25,296.75
Stromgren,62170,-21.74,-132.37,227.63
Anuchin,62140,-48.85,101.66,101.66
Pirquet,62140,-20.34,139.93,139.93
Mandel'shtam A,61940,5.68,162.38,162.38
Helberg,61930,22.63,-102.46,257.54
Belopol'skiy,61900,-17.25,-128.23,231.77
von Braun,61830,41.04,-78.08,281.92
Bredikhin,61680,17.25,-158.37,201.63
Gavrilov,61620,17.41,131.22,131.22
Perrine S,61600,41.97,-128.87,231.13
Siedentopf G,61290,20.59,137.97,137.97
Ramsay,61280,-40.02,145.04,145.04
Zsigmondy A,61200,62.48,-102.42,257.58
Lilius,61180,-54.6,6.09,6.09
Paneth,60920,62.6,-94.63,265.37
Cusanus,60870,71.82,69.4,69.4
Mendel V,60750,-46.55,-116.72,243.28
Cockcroft N,60650,28.78,-163.67,196.33
Chamberlin,60410,-58.83,96.04,96.04
Harvey,59980,19.35,-146.51,213.49
Pawsey,59980,44.24,145.29,145.29
Grissom,59820,-46.92,-147.98,212.02
Pikel'ner S,59770,-49.45,121.1,121.1
Capuanus,59690,-34.09,-26.73,333.27
Niepce,59690,72.2,-120.15,239.85
Cabeus B,59620,-82.26,-54.58,305.42
Lindblad,59370,70.03,-99.22,260.78
Kozyrev,59350,-46.64,129.59,129.59
Fechner,59320,-58.25,125.03,125.03
Chernyshev,59310,47.01,174.41,174.41
Sylvester,59280,82.65,-81.22,278.78
Comrie,59250,23.39,-113.17,246.83
Hippocrates,59240,70.26,-146.54,213.46
Buys-Ballot Z,59210,22.54,174.73,174.73
Olcott E,59120,20.74,119.73,119.73
Endymion B,59000,59.86,67.75,67.75
Mechnikov,58830,-10.47,-148.99,211.01
Street,58520,-46.58,-10.74,349.26
Birkhoff K,58230,57.4,-144.81,215.19
Rowland M,57970,51.48,-162.7,197.3
Langevin,57800,44.17,162.69,162.69
Congreve,57610,-0.28,-167.84,192.16
Cannon,57580,19.88,81.36,81.36
Hippalus,57360,-24.92,-30.42,329.58
Bel'kovich A,57260,58.65,87.41,87.41
Boyle,57130,-53.29,177.89,177.89
Bergstrand Q,57120,-19.94,175.19,175.19
Leucippus,57030,29.24,-116.41,243.59
Merrill,56990,74.83,-117.45,242.55
Schliemann A,56970,1.22,155.19,155.19
Schneller,56870,41.34,-163.73,196.27
Alden C,56810,-22.69,111.74,111.74
Firmicus,56810,7.25,63.43,63.43
Korolev M,56750,-8.5,-157.37,202.63
Schaeberle,56740,-26.33,117.71,117.71
Froelich,56730,80,-111.63,248.37
Hase D,56690,-31.11,63.3,63.3
Cassegrain,56660,-51.95,113.3,113.3
Marinus,56550,-39.38,76.57,76.57
Pentland,56450,-64.57,11.34,11.34
Eijkman,56360,-63.21,-142.51,217.49
Al-Khwarizmi,56250,7.02,107.01,107.01
Kohlschutter,56250,14.24,153.95,153.95
Behaim,56210,-16.61,79.41,79.41
Jules Verne P,56190,-37.9,145.3,145.3
Lodygin,56110,-17.42,-146.78,213.22
Ten Bruggencate Y,56090,-6.82,134.3,134.3
Belyaev,55900,23.1,143.11,143.11
Khvol'son,55880,-14.13,111.87,111.87
Chappe,55790,-61.29,-91.24,268.76
Karrer,55560,-52.06,-142.28,217.72
Congreve Q,55350,-1.74,-169.56,190.44
Patsaev,55250,-16.77,133.6,133.6
Volterra,55100,56.55,131.64,131.64
Sanford,55090,32.38,-139.21,220.79
Tsander B,55090,9.01,-147.68,212.32
Donner,55050,-31.35,97.99,97.99
Bartels,54950,24.51,-89.85,270.15
Rowland Y,54930,58.64,-163.21,196.79
Priestley,54880,-56.71,108.47,108.47
Quetelet,54770,42.66,-135.3,224.7
Congreve U,54720,0.4,-170.75,189.25
Strabo,54720,61.94,54.42,54.42
Moulton,54700,-60.91,97.57,97.57
Epigenes,54510,67.5,-4.62,355.38
De Moraes,54410,49.38,143,143
Maclaurin,54330,-1.92,67.99,67.99
Abul Wafa,54180,0.96,116.63,116.63
Abel L,54130,-34.55,82.39,82.39
Dante C,54010,28.01,-177.1,182.9
Harriot A,53980,35.58,114.75,114.75
Von der Pahlen,53890,-24.84,-133.01,226.99
Segers M,53540,44.33,127.55,127.55
Pizzetti,53470,-35.06,119.29,119.29
Spencer Jones W,53450,14.94,163.53,163.53
Wan-Hoo,53280,-9.96,-138.91,221.09
Milne M,52940,-35.9,112.52,112.52
Galois A,52910,-13.52,-152.46,207.54
Garavito Y,52890,-45.53,156.06,156.06
Sumner,52870,37.62,108.76,108.76
Cailleux,52850,-60.41,153.5,153.5
Harriot,52770,33.2,114.4,114.4
Cavendish,52640,-24.63,-53.78,306.22
Hayn A,52280,63.01,71.11,71.11
Timiryazev,52150,-5.09,-147.15,212.85
Seyfert A,51970,30.56,115.08,115.08
Bridgman F,51950,43.85,141.32,141.32
Schubert,51940,2.78,81.01,81.01
Chaffee,51750,-39.06,-154.63,205.37
Fourier,51570,-30.31,-53.1,306.9
Porter,51460,-56.15,-10.18,349.82
Timiryazev S,51440,-5.63,-149.51,210.49
Hommel C,51410,-54.91,29.82,29.82
Regnault,51310,54.04,-87.88,272.12
Douglass,50950,35.5,-122.72,237.28
Nobel,50870,14.73,-101.39,258.61
Stromgren A,50820,-17.93,-131.82,228.18
Beaumont,50690,-18.08,28.82,28.82
Apollonius,50660,4.51,60.96,60.96
Moulton H,50650,-61.16,100.64,100.64
Saha N,50650,-4.23,101.89,101.89
Titius Q,50640,-27.95,99,99
Lavoisier E,50560,40.88,-80.39,279.61
Nagaoka,50540,19.51,154.05,154.05
Nusl Y,50500,34.17,166.81,166.81
Belyaev Q,50290,20.65,139.72,139.72
McKellar,50160,-15.72,-170.86,189.14
Mohorovicic,49970,-18.73,-164.83,195.17
Curie G,49950,-23.64,94.84,94.84
Playfair,49880,-23.56,8.45,8.45
Pasteur Y,49850,-8.25,103.91,103.91
Schjellerup R,49750,68.61,151.5,151.5
Dugan,49650,64.12,103.11,103.11
Dyson B,49640,63.33,-118.27,241.73
Cabannes Q,49630,-63.5,-174.87,185.13
Oberth,49520,62.49,154.84,154.84
Pallas,49510,5.48,-1.65,358.35
Voskresenskiy,49370,27.91,-88.12,271.88
Milankovic E,49300,77.57,-177.49,182.51
Cleostratus F,49220,61.53,-80.58,279.42
Fitzgerald W,49170,28.5,-173.99,186.01
Galois L,49150,-15.07,-151.9,208.1
Roberts N,49150,68.39,-175.91,184.09
Riedel,49140,-48.89,-140.05,219.95
Love G,48930,-6.74,131.72,131.72
Hertzsprung S,48900,0.45,-133.4,226.6
Hirayama Y,48890,-4.54,93.24,93.24
Evdokimov,48880,34.57,-153.04,206.96
Perel'man,48870,-24.05,106.01,106.01
Edison T,48820,24.72,97.24,97.24
Kapteyn,48650,-10.79,70.59,70.59
Riemann J,48540,37.42,89.79,89.79
Berzelius,48530,36.55,50.95,50.95
Bayer,48510,-51.62,-35.14,324.86
Sirsalis A,48460,-12.67,-61.4,298.6
Condorcet P,48400,8.76,70.29,70.29
Capella,48130,-7.65,34.92,34.92
Dubyago,48120,4.38,69.95,69.95
Paraskevopoulos Y,48090,52.95,-150.88,209.12
Evdokimov G,48020,33.71,-150.65,209.35
Curie C,47980,-21.24,94.35,94.35
Cysatus,47770,-66.21,-6.34,353.66
Almanon,47760,-16.85,15.14,15.14
Descartes,47730,-11.74,15.67,15.67
Stark,47720,-25.43,134.59,134.59
Holden,47600,-19.19,62.53,62.53
Henderson G,47570,3.7,155.7,155.7
Azophi,47540,-22.19,12.7,12.7
Jansky F,47490,8.94,92.32,92.32
Boyle Z,47310,-51.49,177.67,177.67
Parry,47280,-7.88,-15.78,344.22
Maginus C,47270,-51.75,-9.5,350.5
Becvar J,47160,-3.84,126.8,126.8
Hilbert G,47110,-18.75,114.2,114.2
Levi-Civita S,47050,-24.2,138.71,138.71
Quetelet T,46980,42.52,-137.99,222.01
Rost,46850,-56.42,-33.84,326.16
Evershed C,46700,37.73,-156.83,203.17
Rosenberger D,46580,-57.6,43.04,43.04
Shi Shen,46520,75.78,104.13,104.13
Heymans,46450,74.76,-144.94,215.06
Mercator,46320,-29.25,-26.11,333.89
Dewar,46310,-2.61,165.62,165.62
Foster S,46270,22.69,-143.75,216.25
van Rhijn,46160,52.47,146.37,146.37
Krasovskiy H,45990,2.62,-171.59,188.41
Garavito Q,45930,-49.37,153.93,153.93
Charlier Z,45920,39.11,-131.76,228.24
Deluc,45690,-55.02,-2.98,357.02
Mitra A,45620,20.6,-154.15,205.85
Billy,45570,-13.83,-50.24,309.76
Sklodowska A,45490,-14.77,96.81,96.81
Chaucer,45480,3.39,-140.71,219.29
Borda,45400,-25.2,46.52,46.52
Birkhoff Q,45390,56.19,-151.07,208.93
Schwarzschild L,45380,69.08,121.83,121.83
Lampland K,45350,-33.01,132.77,132.77
Frost N,45270,34.72,-119.56,240.44
Hutton,45170,37.22,168.68,168.68
Cook,45160,-17.5,48.81,48.81
Teisserenc C,45160,32.83,-135.14,224.86
Young D,45110,-43.49,51.73,51.73
Lobachevskiy M,45070,7.76,113.07,113.07
Schiller C,45040,-55.37,-49.31,310.69
Burckhardt F,45020,31.35,57.11,57.11
Roberts M,45010,67.69,-174,186
Eimmart,44990,23.97,64.8,64.8
Koval'skiy,44970,-21.89,101.03,101.03
Anderson F,44960,16.28,173.8,173.8
Gamow V,44960,66.13,139.26,139.26
Nansen A,44920,82.83,65,65
Nother T,44900,65.95,-121.86,238.14
Planck B,44880,-55.37,137.18,137.18
Emden D,44850,63.87,-171.25,188.75
Jeans X,44740,-53.39,89.46,89.46
Al-Khwarizmi J,44680,6.19,108.14,108.14
Geber,44680,-19.46,13.85,13.85
Rost A,44650,-56.62,-36.84,323.16
Plummer N,44570,-27.24,-155.99,204.01
Biela B,44550,-56.72,50.03,50.03
Aston,44480,32.77,-87.68,272.32
Hoffmeister,44460,15.04,136.84,136.84
Van Gent,44370,15.42,160.27,160.27
Stebbins U,44350,64.91,-148.11,211.89
Bragg M,44320,38.87,-102.77,257.23
Tsinger,44210,56.54,175.71,175.71
Denning,44180,-16.26,142.76,142.76
Blancanus C,44160,-66.6,-28.22,331.78
Schlesinger M,44150,45,-138.71,221.29
Marinus R,44120,-38.02,75.48,75.48
Goodacre,44090,-32.67,14.08,14.08
Pentland A,44010,-67.32,13.25,13.25
Blazhko L,44000,29.15,-147.39,212.61
Repsold G,43980,50.55,-80.65,279.35
Weber,43950,50.06,-123.79,236.21
Romer,43700,25.43,36.41,36.41
Sarton L,43680,46.83,-120.34,239.66
Henderson,43490,4.76,152,152
Hesiodus,43240,-29.42,-16.42,343.58
De Moraes S,43190,48.75,140.48,140.48
Harkhebi J,43110,37.42,103.36,103.36
Kulik K,43020,38.83,-151.76,208.24
Bergstrand,42980,-18.72,176.44,176.44
Hagecius E,42980,-63.5,49.65,49.65
Lubiniezky,42970,-17.88,-23.89,336.11
Plana,42970,42.25,28.22,28.22
Lampland R,42800,-31.71,129.79,129.79
Hagen J,42790,-49.23,137.91,137.91
Kugler N,42740,-55.78,103.06,103.06
Tseraskiy K,42700,-52.43,144.02,144.02
Bailly A,42680,-69.28,-59.57,300.43
Sharonov X,42660,13.86,172.47,172.47
Chang Heng,42650,18.9,112.21,112.21
Reichenbach B,42570,-28.38,48.08,48.08
Nearch A,42460,-60.2,40.16,40.16
Comrie T,42450,23.05,-115.66,244.34
Stromgren X,42450,-17.36,-134.73,225.27
Ganskiy,42110,-9.64,97,97
Nobili,41790,0.17,75.95,75.95
Chauvenet Q,41720,-13.38,135.92,135.92
Nusl S,41640,31.19,164.11,164.11
Crommelin C,41580,-65.46,-144.09,215.91
Abel B,41550,-36.72,82.6,82.6
Scobee,41530,-31.36,-149.64,210.36
Mercurius M,41520,50.85,74.12,74.12
Hoffmeister N,41470,13.47,137.06,137.06
Baco B,41430,-49.63,16.58,16.58
Isidorus,41390,-7.96,33.5,33.5
Anders,41330,-41.31,-143.3,216.7
Malyy,41290,22.03,105.56,105.56
Jarvis,41220,-35.13,-148.21,211.79
Parsons N,41190,34.13,-173.23,186.77
Lee,41170,-30.66,-40.76,319.24
Tesla,41150,38.36,124.73,124.73
Sniadecki,41130,-22.29,-168.84,191.16
Barbier U,41120,-22.78,155.18,155.18
Parsons,41120,37.25,-171.16,188.84
Siedentopf F,41090,22.19,138.15,138.15
Phillips B,41080,-23.21,70.59,70.59
Krasovskiy P,41000,0.88,-177.34,182.66
Debye E,40970,50.11,-170.83,189.17
Schwarzschild K,40970,67.35,124.81,124.81
Firsov V,40960,5,111.2,111.2
Boss L,40950,50.85,82.48,82.48
Appleton R,40920,36.13,156.25,156.25
Pogson,40870,-42.38,111.11,111.11
Volkov,40840,-13.62,131.67,131.67
Wiechert,40820,-84.03,164.7,164.7
Polybius,40810,-22.46,25.63,25.63
Colombo A,40780,-14.18,44.46,44.46
Healy N,40770,30.73,-111.27,248.73
Morozov Y,40750,6.69,127.21,127.21
Nicolai,40540,-42.47,25.87,25.87
Ibn Firnas E,40360,7.21,125.57,125.57
Geiger R,40350,-15.48,156.41,156.41
Ball,40310,-35.92,-8.39,351.61
Curtius B,40260,-63.76,4.63,4.63
McKellar T,40210,-15.14,-173.02,186.98
Pasteur T,40150,-11.73,100.47,100.47
Crookes D,40140,-9.6,-163.28,196.72
De Forest N,40090,-79.17,-165.76,194.24
Lander,40050,-15.34,131.81,131.81
McKellar U,39980,-13.77,-174.76,185.24
van't Hoff M,39950,56.41,-132.51,227.49
Kapteyn B,39910,-15.58,71,71
Palmieri,39840,-28.64,-47.8,312.2
De Vico T,39720,-18.69,-61.82,298.18
Pons,39700,-25.43,21.55,21.55
Condorcet F,39660,8.27,73.09,73.09
Maraldi,39620,19.36,34.8,34.8
Siedentopf Q,39580,20.99,133.9,133.9
Nobel L,39570,12.47,-101.05,258.95
Mersenius P,39440,-20.02,-47.87,312.13
Vieta B,39320,-30.49,-60.33,299.67
Appleton D,39130,37.77,160.63,160.63
Neujmin P,39110,-28.52,124.21,124.21
Emden U,39070,64.1,178.24,178.24
Henry,39060,-23.97,-57.01,302.99
Liebig,38960,-24.35,-48.3,311.7
Meggers S,38920,23.95,119.77,119.77
Messala E,38830,39.99,64.95,64.95
Wurzelbauer D,38830,-36.36,-17.7,342.3
Gavrilov K,38810,14.99,132.84,132.84
Klute X,38800,39.25,-143.43,216.57
Baco A,38710,-52.99,20.21,20.21
Shayn H,38660,31.49,175.49,175.49
Wiechert P,38620,-85.13,151.76,151.76
Perrine L,38600,38.73,-127.3,232.7
Lilius A,38530,-55.43,8.78,8.78
Weigel B,38460,-58.82,-41.53,318.47
Curie E,38420,-22.43,96.43,96.43
Dobrovol'skiy,38400,-12.83,129.68,129.68
Hogg,38390,33.51,121.96,121.96
Lyot A,38390,-48.99,79.94,79.94
Tseraskiy P,38340,-50.96,139.33,139.33
Saha D,38240,0.19,107.94,107.94
Oken N,38230,-42.6,74.67,74.67
Hirayama K,38130,-8.26,94.88,94.88
Purkyne U,38010,-0.75,91.64,91.64
Healy,37980,32.5,-111,249
Congreve H,37960,-1.31,-165.74,194.26
Vesalius H,37950,-4.23,119.16,119.16
Prager C,37890,-1.78,132.75,132.75
Pasteur U,37880,-9.99,101.99,101.99
Steno T,37880,32.52,159.67,159.67
Fermat,37770,-22.71,19.79,19.79
Jenkins,37770,0.37,78.04,78.04
Fowler N,37760,39.81,-146.57,213.43
Hainzel C,37760,-41.17,-32.79,327.21
Gadomski X,37670,37.55,-148.39,211.61
Amici N,37630,-11.88,-172.54,187.46
Parkhurst Q,37470,-35.04,101.51,101.51
Burckhardt E,37460,30.57,55.55,55.55
Marinus C,37400,-38.05,73.47,73.47
Vertregt L,37240,-20.96,171.45,171.45
Magelhaens,37200,-11.98,44.07,44.07
Lyman V,37190,-62.74,152.88,152.88
Foster,37020,23.59,-141.49,218.51
Duner A,37000,47.12,179.78,179.78
Grave,36950,-17.04,150.23,150.23
Lorentz R,36910,33.3,-99.62,260.38
Korolev E,36840,-3.43,-153.38,206.62
Galois U,36700,-12.78,-154.73,205.27
Schroter,36670,2.74,-6.98,353.02
Fraunhofer C,36660,-43.02,64.63,64.63
Icarus V,36610,-3.91,-176.04,183.96
Curie M,36580,-28.6,92.51,92.51
Barocius B,36570,-44.13,18.29,18.29
Taylor,36350,-5.28,16.65,16.65
Censorinus N,36310,-1.93,36.6,36.6
Trumpler V,36230,29.7,163.93,163.93
Mandel'shtam T,36220,5.55,160.41,160.41
Marconi L,36210,-11.67,145.33,145.33
Chaffee F,36130,-39.03,-153.11,206.89
Dufay,36110,5.57,169.54,169.54
Lacroix,36070,-37.93,-59.2,300.8
De Sitter A,35980,80.24,26.57,26.57
Krasovskiy J,35930,3.13,-174.33,185.67
Yakovkin,35920,-54.42,-78.93,281.07
Oppenheimer F,35910,-34.98,-160.64,199.36
Lebedinskiy A,35800,10.45,-164.15,195.85
Buisson Y,35780,1.12,113.08,113.08
Aitken Y,35720,-11.93,172.92,172.92
Shayn B,35720,34.47,173.49,173.49
Coulomb P,35700,50.26,-117.74,242.26
Mills,35650,8.54,155.74,155.74
Fitzgerald Y,35460,30.9,-172.93,187.07
Gauss B,35460,35.99,81.6,81.6
Schliemann B,35350,2.18,156,156
Leucippus X,35330,33.18,-119.26,240.74
Innes Z,35310,29.44,119.18,119.18
Tsander V,35290,7.46,-154.08,205.92
Lorentz P,35270,31.67,-98.8,261.2
Purkyne S,35250,-1.78,90.66,90.66
Birkhoff L,35150,56.34,-145.34,214.66
Lockyer,35080,-46.27,36.59,36.59
Bingham,34990,8.02,115.05,115.05
Mechnikov C,34990,-9.37,-148.06,211.94
Poincare Z,34880,-53.9,164.31,164.31
Zanstra A,34840,4.66,125.28,125.28
Dryden T,34800,-32.95,-158.83,201.17
Amici R,34770,-11.5,-175.32,184.68
Tisserand,34630,21.41,48.17,48.17
Halley,34590,-8.05,5.73,5.73
Mariotte U,34520,-28.12,-143.19,216.81
Lemaitre S,34510,-61.8,-156.81,203.19
Snellius A,34510,-27.43,53.68,53.68
Dryden S,34480,-33.97,-158.99,201.01
Saha W,34470,-0.61,101.71,101.71
Compton R,34370,52.52,91.06,91.06
Hooke,34350,41.14,54.86,54.86
Debes A,34270,28.71,51.47,51.47
Becquerel X,34240,42.02,128.21,128.21
Chretien W,34220,-44.55,160.84,160.84
Daedalus G,34210,-6.57,-177.43,182.57
Coulomb C,34170,57.17,-111.38,248.62
Vieta A,34140,-30.35,-59.47,300.53
Neumayer A,34130,-75.08,73.88,73.88
Virtanen Z,34110,16.75,176.66,176.66
De Vico A,34080,-18.75,-63.62,296.38
Wilsing W,34070,-18.23,-159.51,200.49
Leonov,34040,19.07,148.36,148.36
Lemaitre F,33940,-61.51,-148.53,211.47
Jacobi C,33910,-59.85,10.49,10.49
Berkner B,33850,29.44,-104.24,255.76
Shi Shen Q,33850,73.99,96.18,96.18
Priestley K,33740,-58.96,110.41,110.41
Heinsius Q,33700,-39.89,-14.54,345.46
Ehrlich,33580,40.82,-172.27,187.73
Petermann D,33570,77.15,66.52,66.52
Mariotte R,33390,-30.18,-141.98,218.02
Zhiritskiy,33360,-24.84,120.26,120.26
Mason,33330,42.7,30.51,30.51
Pikel'ner K,33250,-51.01,125.48,125.48
Gaudibert,33140,-10.93,37.82,37.82
Schickard E,32950,-47.28,-51.67,308.33
Oppenheimer H,32940,-36.75,-163.37,196.63
C. Mayer B,32700,60.19,15.44,15.44
Coblentz,32660,-38.09,126.65,126.65
Hilbert L,32590,-21.14,109.11,109.11
Green R,32550,2.91,131.18,131.18
Mandel'shtam Y,32480,9.09,161.68,161.68
Fourier A,32470,-30.2,-49.67,310.33
Stiborius A,32410,-36.91,35.54,35.54
Millikan Q,32400,43.74,118.67,118.67
Steno,32290,32.61,161.78,161.78
Einthoven G,32280,-5.46,112.19,112.19
Pentland C,32130,-65.06,16.43,16.43
Chandler G,32120,43.23,175.71,175.71
Noggerath,32120,-48.82,-45.84,314.16
Mallet B,32040,-46.71,52.17,52.17
Vendelinus F,32020,-18.49,64.92,64.92
Weinek,32010,-27.57,37.06,37.06
Clark F,31970,-38.65,123.07,123.07
Vlacq D,31930,-48.73,36.17,36.17
Debes,31920,29.47,51.62,51.62
Ellison P,31910,52.62,-110.08,249.92
Kurchatov W,31850,40.14,140.31,140.31
Brenner A,31690,-40.4,39.95,39.95
Kepinski,31670,28.63,126.72,126.72
Wilsing Z,31620,-20.59,-155.01,204.99
Riccioli C,31550,0.58,-73.2,286.8
Longomontanus C,31540,-53.49,-19.11,340.89
Dyson M,31500,58.17,-121.53,238.47
Deutsch L,31340,22.74,111.43,111.43
Tereshkova,31330,28.21,143.84,143.84
Lohrmann,31250,-0.44,-67.38,292.62
Foster L,31240,20.98,-140.55,219.45
Kohlschutter W,31220,16.15,151.02,151.02
Wegener K,31160,43.18,-112.26,247.74
Ball C,31150,-37.7,-8.79,351.21
Bohnenberger A,31110,-17.82,40.17,40.17
Timiryazev W,31110,-2.58,-150.14,209.86
Mersenius D,31000,-23.16,-46.84,313.16
Poncelet A,30960,79.58,-75.58,284.42
de Gasparis,30900,-25.83,-50.83,309.17
Spallanzani,30860,-46.38,24.73,24.73
Yablochkov U,30730,61.88,120.28,120.28
Stein,30720,7,179.11,179.11
Furnerius Q,30640,-39.49,67.24,67.24
Korolev L,30630,-5.74,-156.81,203.19
Ten Bruggencate H,30630,-10.1,135.84,135.84
Langemak Z,30580,-5.88,119.58,119.58
Winkler L,30550,39.96,-178.25,181.75
Coriolis L,30520,-2.04,172.6,172.6
Becquerel E,30450,40.95,131.45,131.45
Hayford T,30240,13.32,179.62,179.62
Drebbel,30230,-40.93,-49.12,310.88
Steno U,29980,32.97,158.23,158.23
Congreve L,29910,-3.73,-166.83,193.17
Deutsch F,29790,24.37,112.37,112.37
Mechnikov U,29750,-10.17,-150.91,209.09
Titov,29610,28.55,150.29,150.29
Young C,29580,-41.56,48.24,48.24
Jules Verne C,29570,-33.15,149.77,149.77
Isidorus B,29510,-4.54,32.99,32.99
Bragg P,28950,39.75,-104.76,255.24
Licetus F,28890,-46.07,0.94,0.94
Icarus J,28800,-7.43,-170.97,189.03
Haret C,28470,-57.6,-173.7,186.3
Coriolis M,28370,-1.5,171.52,171.52
Dziewulski Q,28230,20.55,98.46,98.46
Parkhurst B,28050,-31.94,104.29,104.29
Dufay D,27910,6.26,170.64,170.64
Freundlich G,27760,24.67,173.89,173.89
Cassegrain B,26970,-49.57,114.64,114.64
Buys-Ballot Y,24760,23.02,174.35,174.35
Lebedev K,20990,-50.02,109.36,109.36
Dryden W,19120,-31.55,-158.58,201.42
Fracastorius C,16520,-24.64,34.53,34.53
Fracastorius Q,7810,-25.21,33.23,33.23
Walter,1260,28.04,-33.81,326.19
Imbrium,1160000,35,-17,343
Orientale,930000,-19,-95,265
Schrodinger,316390,-74.73,132.93,132.93
Iridum,250000,44,-31,329
Petavius,184060,-25.39,60.78,60.78
Compton,164630,55.86,104.05,104.05
Keeler,158070,-9.78,161.78,161.78
Letronne,117590,-10.5,-42.49,317.51
Doppler,101790,-12.58,-159.84,200.16
Arzachel,96990,-18.26,-1.93,358.07
Pauli,95280,-44.76,137.35,137.35
Daedalus,93610,-5.83,179.4,179.4
Karpinskiy,91400,72.61,166.8,166.8
Lomonosov,90690,27.35,98.28,98.28
Spencer Jones,88190,13.06,165.84,165.84
Hahn,87490,31.22,73.55,73.55
Alder,82120,-48.63,-177.88,182.12
Slipher,74650,49.28,160.27,160.27
Marconi,72880,-9.48,145.2,145.2
Stadius,68480,10.48,-13.77,346.23
Green,68280,3.69,133.12,133.12
Artem'ev,66390,10.4,-145.22,214.78
Lebedinskiy,63390,7.84,-164.89,195.11
Macrobius,62790,21.26,45.97,45.97
Miller,61370,-39.37,0.78,0.78
Rumford,60830,-28.81,-169.8,190.2
Kramers C,59640,54.66,-126.11,233.89
Milne K,58910,-32.71,113.56,113.56
Mendel J,57590,-51.51,-107.2,252.8
Cassini,56880,40.25,4.64,4.64
Franklin,55920,38.73,47.64,47.64
Lambert R,55710,23.88,-20.66,339.34
Kidinnu,55100,35.79,122.95,122.95
Burckhardt,54360,31.11,56.39,56.39
Wexler,52440,-68.88,90.71,90.71
Nasireddin,51990,-41.04,0.14,0.14
Firsov,51000,4.2,112.7,112.7
Borman,50720,-39.06,-148.25,211.75
Brunner,50660,-9.86,90.91,90.91
Saha J,49930,-4.02,105.62,105.62
Lebedinskiy P,49700,5.75,-165.64,194.36
Millikan R,48990,45.75,117.84,117.84
Hilbert E,48730,-16.59,112.29,112.29
Siedentopf H,47140,20.88,136.92,136.92
van't Hoff N,46960,57.62,-132.88,227.12
Campanus,46410,-28.04,-27.9,332.1
Prinz,46130,25.49,-44.14,315.86
Walker W,46010,-24.47,-163.98,196.02
Cruger,45940,-16.68,-66.96,293.04
Chauvenet C,45870,-10.48,138.18,138.18
Maupertuis,45490,49.7,-27.28,332.72
Gullstrand,45050,44.95,-129.67,230.33
Dawson,44320,-66.99,-135.05,224.95
Van der Waals W,44320,-41.69,117.94,117.94
Pavlov G,43920,-29.22,145.75,145.75
Engel'gardt,43510,5.39,-159.47,200.53
Vitello,42510,-30.42,-37.55,322.45
Hutton P,42420,35.52,167.36,167.36
Crocco G,40180,-47.43,152.52,152.52
Marius,40090,11.9,-50.84,309.16
Grissom M,38730,-49,-148.42,211.58
Kramers U,38580,53.9,-133.03,226.97
La Condamine,37830,53.54,-28.22,331.78
Fontenelle,37680,63.42,-18.96,341.04
Paschen L,37510,-16.48,-140.21,219.79
Oppenheimer U,37080,-34.47,-168.14,191.86
Ellison,36990,54.93,-108.05,251.95
