Name,Diameter,Lat,Lon,LonE
Manzinus M,6570,-63.54,22.7,22.7
Oenopides S,6570,58.19,-70.15,289.85
Gruemberger F,6560,-63.03,-6.43,353.57
Heinsius T,6560,-39.76,-16.6,343.4
Licetus U,6560,-47.03,7.44,7.44
Ptolemaeus T,6560,-7.49,-0.01,359.99
Babbage B,6550,57.05,-59.63,300.37
Balmer M,6550,-20.76,71.55,71.55
Borda G,6550,-26.31,45.31,45.31
Mercator D,6550,-29.33,-25.37,334.63
Plinius B,6550,14.09,26.27,26.27
Riccius L,6550,-41.55,26.83,26.83
Birmingham H,6540,64.46,-10.64,349.36
Brenner M,6540,-38.76,36.72,36.72
Hansteen A,6540,-12.76,-52.26,307.74
Heinsius D,6540,-38.82,-20.75,339.25
Lilius O,6540,-55.5,3.54,3.54
Marth,6540,-31.16,-29.35,330.65
Baco Z,6530,-53.11,14.96,14.96
Balmer S,6530,-18.57,67.63,67.63
Isidorus G,6530,-6.42,31.67,31.67
Webb D,6530,-2.38,57.52,57.52
Bettinus G,6520,-61.6,-44.74,315.26
Clavius X,6520,-60.25,-17.81,342.19
South F,6520,57.13,-54.09,305.91
Biela T,6510,-53.92,49.92,49.92
Plato K,6510,46.83,-3.26,356.74
Schickard N,6510,-41.3,-54.69,305.31
Cleomedes H,6500,22.43,57.63,57.63
Le Verrier E,6500,42.42,-17.01,342.99
Blancanus A,6490,-64.72,-22.15,337.85
Macrobius U,6490,24.94,42.78,42.78
Romer H,6490,25.95,35.72,35.72
Struve K,6490,23.46,-73.07,286.93
Henry L,6480,-25.46,-57.55,302.45
Longomontanus P,6480,-48.13,-25.31,334.69
Galilaei H,6470,11.55,-68.81,291.19
Pitiscus J,6470,-48.25,26.44,26.44
Rothmann F,6470,-29.19,28.01,28.01
Almanon K,6460,-15.84,15.43,15.43
Mutus K,6460,-57.89,21.51,21.51
Schroter J,6460,8.51,-6.12,353.88
Wurzelbauer X,6460,-33.67,-14.46,345.54
Bode E,6450,12.42,-3.45,356.55
Laplace L,6450,51.74,-21.06,338.94
Webb B,6450,-0.85,58.37,58.37
Wohler G,6450,-40.14,35.53,35.53
Apianus K,6440,-27.48,9.31,9.31
Cleostratus R,6440,58.89,-73.28,286.72
De Vico N,6440,-19.77,-61.93,298.07
Nonius Q,6440,-35.93,4.22,4.22
Silberschlag A,6440,6.93,13.22,13.22
Maurolycus S,6430,-42.08,17.01,17.01
Sulpicius Gallus B,6430,17.98,12.97,12.97
Tacquet,6430,16.64,19.2,19.2
Cardanus E,6420,12.8,-70.8,289.2
De Vico X,6420,-20.47,-60.26,299.74
Lavoisier L,6420,39.74,-74.98,285.02
Pitatus R,6420,-31.21,-14.73,345.27
Marius M,6410,17.38,-55.01,304.99
Pictet N,6410,-41.59,-8.22,351.78
Weinek M,6410,-25.83,39.96,39.96
Wolff A,6410,15.79,-7.75,352.25
Biela V,6400,-53.73,48.45,48.45
Dunthorne B,6400,-31.36,-31.68,328.32
Henry K,6400,-23.22,-55.7,304.3
Maginus Y,6400,-51.96,-9.18,350.82
Mee Y,6400,-44.46,-36.93,323.07
Tycho K,6400,-45.18,-14.38,345.62
Asclepi E,6390,-52.26,24.15,24.15
Licetus R,6390,-45.29,3.84,3.84
Oenopides K,6390,55.83,-61.19,298.81
Olbers V,6390,9.13,-73.12,286.88
Walther J,6390,-34.5,-1.58,358.42
Weigel G,6390,-57.86,-35.73,324.27
Henry P,6380,-25.7,-58.97,301.03
Marco Polo A,6380,14.9,-1.96,358.04
Babbage X,6370,60.3,-50.28,309.72
Capuanus M,6370,-37.5,-25.68,334.32
Fontenelle P,6370,64.2,-17.26,342.74
Parrot L,6370,-18.05,0.91,0.91
Ptolemaeus R,6370,-6.67,-1.17,358.83
Fontana M,6360,-17.21,-57.71,302.29
Gassendi W,6360,-17.66,-43.73,316.27
Marco Polo B,6360,17.18,-1.88,358.12
Seleucus A,6360,22.04,-60.52,299.48
Zagut K,6360,-31.75,22.17,22.17
Zupus B,6360,-17.61,-54.52,305.48
Deluc S,6350,-62.11,0.21,0.21
Ideler C,6350,-51.34,23.23,23.23
Mairan C,6350,38.64,-46.1,313.9
Montanari W,6350,-44.82,-18.1,341.9
Pontanus S,6350,-31.51,16.77,16.77
Abulfeda R,6340,-12.79,12.97,12.97
Airy R,6340,-19.6,8.78,8.78
Marius S,6340,13.81,-47.13,312.87
Copernicus N,6330,6.91,-23.31,336.69
Cuvier R,6330,-51.13,13.15,13.15
Hainzel G,6330,-37.55,-33,327
Hortensius C,6330,5.93,-26.73,333.27
Hortensius H,6330,5.88,-31.18,328.82
Lilius L,6330,-54.94,2.4,2.4
Marco Polo C,6330,14.03,-5.01,354.99
Sharp U,6330,47.41,-48.68,311.32
Theon Junior B,6330,-2.19,13.27,13.27
Newton F,6320,-73.06,-15.14,344.86
Nonius C,6320,-35.49,1.11,1.11
Parry L,6320,-6.32,-14.7,345.3
Vieta G,6320,-29.37,-57.12,302.88
Abulfeda G,6310,-13.1,8.94,8.94
Brenner P,6310,-38.81,35.21,35.21
Catharina F,6310,-19.54,23.06,23.06
Abenezra F,6300,-21.58,10.34,10.34
Webb L,6300,0.16,62.73,62.73
Bode N,6290,10.97,-3.88,356.12
Cleomedes M,6290,24.19,51.66,51.66
Harding D,6290,42.85,-67.64,292.36
Plato R,6290,53.78,-18.46,341.54
Rhaeticus B,6290,1.6,6.8,6.8
Spallanzani D,6290,-46.19,28.57,28.57
Arago E,6280,8.51,22.71,22.71
Kuiper,6280,-9.78,-22.68,337.32
Lubbock L,6280,-4.99,39.29,39.29
South A,6280,57.28,-50.41,309.59
Buch B,6270,-37.89,16.95,16.95
Rutherfurd B,6270,-62.57,-11.58,348.42
Spitzbergen C,6270,32.88,-8.81,351.19
Breislak F,6260,-48.53,19.42,19.42
Haidinger N,6260,-39.52,-26.23,333.77
Hortensius F,6260,7.04,-25.66,334.34
Kelvin D,6260,-27.92,-33.22,326.78
Petavius A,6260,-26.15,61.64,61.64
Carol,6250,8.48,122.37,122.37
Baco H,6240,-52.07,18.95,18.95
Clairaut G,6240,-47.26,11.64,11.64
Henry Freres S,6240,-20.5,-56.48,303.52
Pentland M,6240,-64.55,17.06,17.06
Schiller N,6240,-53.63,-41.98,318.02
Lepaute F,6230,-37.34,-34.88,325.12
Goclenius B,6220,-9.22,44.47,44.47
Herodotus H,6220,26.77,-50.07,309.93
Lilius G,6220,-50.14,0.66,0.66
Geiger L,6210,-16.1,159.03,159.03
Lamarck F,6210,-26.76,-74.42,285.58
Maupertuis L,6210,51.34,-29.24,330.76
Mee N,6210,-45.26,-42.26,317.74
Oenopides M,6210,55.48,-61.02,298.98
Bayer Z,6200,-49.12,-33.61,326.39
Cichus K,6200,-36.63,-20.05,339.95
Kelvin B,6200,-27.67,-32.18,327.82
Naumann G,6200,33.57,-60.73,299.27
Zupus A,6200,-17.22,-53.57,306.43
Baco L,6190,-49.6,16.75,16.75
de Gasparis C,6190,-26.24,-51.82,308.18
Diophantus B,6190,29.08,-32.54,327.46
Hortensius B,6190,5.26,-29.5,330.5
Lassell G,6190,-14.82,-8.99,351.01
Parrot M,6190,-18,1.93,1.93
Ptolemaeus H,6190,-7.13,-5.45,354.55
Vieta F,6190,-26.79,-57.87,302.13
Brayley D,6180,20.02,-32.88,327.12
Kepler B,6180,7.74,-35.33,324.67
Menelaus A,6180,17.07,13.39,13.39
Piazzi M,6180,-35.88,-67.56,292.44
Stadius M,6180,14.73,-16.57,343.43
Weinek H,6180,-28.66,38.51,38.51
Vitello M,6180,-32.39,-36.02,323.98
Arnold J,6170,65.9,33.82,33.82
Bianchini H,6170,48.08,-32.86,327.14
Kies E,6170,-28.76,-22.83,337.17
Longomontanus E,6170,-51.35,-18.11,341.89
Noggerath E,6170,-45.22,-43.9,316.1
Romer Y,6170,25.76,36.31,36.31
Schomberger Z,6170,-73.58,27.29,27.29
Segner L,6170,-58.76,-47.31,312.69
Watt W,6170,-51.28,51.98,51.98
Abulfeda T,6160,-14.86,13.71,13.71
Lagalla M,6160,-46.68,-25.8,334.2
Macrobius X,6160,22.92,42.17,42.17
Posidonius N,6160,29.7,21.04,21.04
South D,6160,55.27,-49.13,310.87
Tannerus M,6160,-55,20.91,20.91
Vitello L,6160,-31.63,-35.32,324.68
Cook E,6150,-18.43,55.1,55.1
Gemma Frisius L,6150,-34.82,11.8,11.8
Moltke,6150,-0.59,24.16,24.16
Oenopides Y,6150,57.02,-63.48,296.52
Polybius L,6150,-22.01,28.19,28.19
Zollner A,6150,-7.08,21.48,21.48
Bruce,6140,1.16,0.37,0.37
Cassini L,6140,43.99,4.41,4.41
Burckhardt C,6130,31.6,59,59
Flammarion W,6130,-2.13,-2.39,357.61
Kaiser B,6130,-36.64,5.53,5.53
Spitzbergen A,6130,32.71,-7.1,352.9
Williams M,6130,41.28,38.83,38.83
McClure A,6120,-15.6,48.95,48.95
Tacitus G,6120,-17.46,18.23,18.23
Vega H,6120,-44.59,60.27,60.27
Burnham A,6110,-14.8,7.03,7.03
Dubyago L,6110,1.94,68.12,68.12
Fontenelle H,6110,64.1,-20.15,339.85
Landsteiner,6110,31.3,-14.79,345.21
Neander Z,6110,-33.84,41.96,41.96
Regiomontanus E,6110,-28.27,-6.26,353.74
Scheiner F,6110,-56.89,-25.26,334.74
Street J,6110,-48.74,-13.7,346.3
Euler E,6100,24.7,-34.07,325.93
Schiller T,6100,-50.77,-41.29,318.71
Cysatus G,6090,-65.65,-0.43,359.57
Laplace E,6090,50.33,-20.3,339.7
Fedorov,6080,28.23,-37.05,322.95
Fra Mauro K,6080,-2.54,-16.8,343.2
Heinsius S,6080,-39.66,-17,343
Manzinus O,6080,-65,25.06,25.06
Kane A,6070,61.24,27.05,27.05
Maupertuis B,6070,51.37,-26.8,333.2
Rhaeticus D,6070,0.84,6.17,6.17
Romer W,6070,26.44,40.41,40.41
Fontana Y,6060,-16.68,-58.43,301.57
J. Herschel P,6060,63.61,-33.01,326.99
Kepler F,6060,8.31,-39.09,320.91
Thales W,6060,58.59,39.9,39.9
Aitken G,6050,-16.71,173.99,173.99
Almanon H,6050,-19.03,15.22,15.22
Catharina E,6050,-17.16,21.26,21.26
Dunthorne D,6050,-29.94,-34.06,325.94
Goodacre E,6050,-32.99,15.49,15.49
La Condamine T,6050,59.3,-29.76,330.24
Lubbock K,6050,-5.15,38.35,38.35
Nasmyth E,6050,-49.92,-57.79,302.21
Pico D,6050,43.46,-11.3,348.7
Bobillier,6040,19.63,15.44,15.44
Posidonius F,6040,32.82,27.13,27.13
Smithson,6040,2.38,53.64,53.64
Conon A,6030,19.68,4.38,4.38
Crozier E,6030,-12.67,51.95,51.95
Darney J,6030,-14.35,-21.45,338.55
Mersenius J,6030,-20.99,-52.92,307.08
Ritchey B,6030,-11.98,8.93,8.93
Sasserides N,6030,-38.72,-7.06,352.94
Schiller P,6030,-53.58,-43.66,316.34
Wurzelbauer H,6030,-35.3,-17.29,342.71
Airy L,6020,-20.47,7.54,7.54
Beaumont C,6020,-20.25,27.93,27.93
Gruithuisen K,6020,35.39,-42.73,317.27
Gruithuisen G,6010,36.59,-44.01,315.99
Hipparchus T,6010,-7.15,3.53,3.53
Hommel O,6010,-58.7,28.25,28.25
Secchi K,6010,-0.17,45.5,45.5
Cleomedes N,6000,24.72,52.52,52.52
Deluc W,6000,-61.76,-1.91,358.09
Euclides K,6000,-4.23,-24.72,335.28
Taruntius O,6000,2.23,54.33,54.33
Mairan K,5990,40.83,-41.1,318.9
Andel D,5980,-10.79,11.71,11.71
Berzelius K,5980,35.57,47.03,47.03
Endymion X,5980,52.94,50.03,50.03
Mairan L,5980,39.07,-43.22,316.78
Rost N,5980,-57.29,-33.22,326.78
Albategnius J,5970,-11.14,6.19,6.19
Hercules H,5970,51.33,41.04,41.04
Maury J,5970,39.04,40.09,40.09
Pitatus A,5970,-31.46,-13.23,346.77
Ptolemaeus Y,5970,-9.37,0.7,0.7
Agatharchides G,5960,-20.17,-26.84,333.16
Colombo J,5960,-14.3,43.62,43.62
Kinau H,5960,-59.82,19.73,19.73
Azophi F,5950,-22.31,13.84,13.84
La Caille B,5950,-20.96,1.37,1.37
Playfair C,5950,-24.35,7.92,7.92
Posidonius Z,5940,30.75,22.95,22.95
Gerard D,5930,46.11,-79.97,280.03
Schrodinger G,5930,-75.28,139.33,139.33
Crozier M,5920,-8.84,51.36,51.36
Fra Mauro C,5920,-5.45,-21.69,338.31
Albategnius S,5910,-13.35,6.05,6.05
Klaproth C,5910,-69.22,-19.71,340.29
Lick L,5910,8.72,49.1,49.1
Proctor F,5910,-47.83,-5.34,354.66
Sommering P,5910,2.14,-10.33,349.67
Bullialdus F,5900,-22.51,-24.91,335.09
Byrgius X,5900,-25.74,-65.55,294.45
Colombo P,5900,-15.11,47.9,47.9
Mairan N,5900,39.19,-45.59,314.41
Regiomontanus K,5900,-30.26,-0.05,359.95
Agatharchides F,5890,-20.26,-31.86,328.14
Henry J,5890,-22.79,-55.61,304.39
Zach H,5890,-59.17,2.88,2.88
Almanon L,5880,-19,16.58,16.58
Flammarion B,5880,-4.04,-4.57,355.43
Gylden C,5880,-5.9,0.99,0.99
Huygens A,5880,19.77,-1.92,358.08
Proclus X,5880,17.69,45.13,45.13
Gauricus R,5870,-34.87,-13.32,346.68
Laplace F,5870,45.55,-19.86,340.14
Miller E,5870,-38.93,2.75,2.75
Pons G,5870,-28.37,21.33,21.33
Regiomontanus L,5870,-29.69,0.98,0.98
Riccius T,5870,-36.34,24.97,24.97
Barrow M,5860,67.61,9.14,9.14
Cavendish M,5860,-21.97,-53.91,306.09
Pontanus R,5860,-28.2,15.61,15.61
Webb N,5860,-0.32,63.62,63.62
Wilkins F,5860,-30.35,20.39,20.39
Campanus B,5850,-29.32,-29.24,330.76
Gerard K,5850,43.95,-77.28,282.72
Heis A,5850,32.73,-31.93,328.07
Lehmann L,5850,-36.42,-52.04,307.96
Maskelyne G,5850,2.3,26.7,26.7
Pontanus L,5850,-28.64,13.41,13.41
Stofler R,5850,-42.25,1.73,1.73
Tacitus M,5850,-13.97,21.48,21.48
Triesnecker D,5850,3.48,5.95,5.95
Glaisher M,5840,13.12,48.56,48.56
Hermann B,5840,-0.33,-57.25,302.75
Herschel F,5840,-5.79,-4.39,355.61
Ritchey D,5840,-10.26,9.21,9.21
Rosenberger F,5840,-56.09,40.6,40.6
Stadius T,5840,13.18,-15.75,344.25
Boscovich A,5830,9.46,12.63,12.63
Clairaut M,5830,-46.26,13.76,13.76
Plana E,5830,40.55,23.59,23.59
Webb M,5830,-0.26,63.81,63.81
Abulfeda U,5820,-12.97,13.8,13.8
Birmingham K,5820,65.05,-13.17,346.83
Legendre N,5820,-27.47,70.5,70.5
Longomontanus U,5820,-51.98,-22.09,337.91
Tacitus H,5820,-17.83,18.52,18.52
Daniell D,5810,37.05,25.85,25.85
Marco Polo D,5810,14.93,-3.79,356.21
Stiborius P,5810,-33.22,33.89,33.89
Vendelinus S,5810,-15.4,57.98,57.98
Williams F,5810,43.6,38.18,38.18
Vitello S,5810,-30.84,-35.23,324.77
Abulfeda X,5800,-15.01,13.99,13.99
Baco U,5800,-52.47,19.3,19.3
Hadley C,5800,25.48,2.8,2.8
Manzinus P,5800,-67.93,29.33,29.33
Neander Q,5800,-28.91,41.46,41.46
Baco F,5790,-50.37,17.65,17.65
de Gasparis G,5790,-26.98,-49.39,310.61
Egede C,5790,50.19,13,13
Euclides M,5790,-10.45,-28.23,331.77
Maurolycus L,5790,-42.11,14.44,14.44
Pitatus E,5790,-28.93,-10.19,349.81
Protagoras E,5790,49.53,0.54,0.54
Wohler E,5790,-38.94,30.12,30.12
Dollond V,5780,-7.9,15.44,15.44
Euclides D,5780,-9.4,-25.81,334.19
Muller F,5780,-7.86,1.48,1.48
Plato V,5780,55.86,-7.37,352.63
Polybius Q,5780,-25.13,27.5,27.5
Brenner S,5770,-38.44,36.19,36.19
Galle A,5770,53.99,22.27,22.27
Maginus T,5770,-52.39,-7.1,352.9
Vendelinus V,5770,-15.55,55.92,55.92
Carpenter V,5760,71.91,-54.68,305.32
Pons N,5760,-25.95,22.92,22.92
Wollaston R,5760,29.47,-50.87,309.13
Fraunhofer X,5750,-39.72,60.57,60.57
Nicolai D,5750,-41.78,25.58,25.58
Pythagoras T,5750,62.5,-51.66,308.34
Alfraganus G,5740,-2.67,21.23,21.23
Celsius B,5740,-34.65,19.63,19.63
De Vico M,5740,-21.06,-59.29,300.71
Dechen B,5740,44.15,-64.34,295.66
Torricelli K,5740,-4.04,25.22,25.22
Wallach,5740,4.89,32.27,32.27
Archytas W,5730,61.29,5.2,5.2
Bohnenberger N,5730,-17.95,41.89,41.89
Busching F,5730,-39.1,20.95,20.95
Copernicus C,5730,7.12,-15.44,344.56
Eudoxus E,5730,44.4,21.17,21.17
Sacrobosco N,5730,-27.09,16.56,16.56
Webb U,5730,1.85,56.23,56.23
Zagut S,5730,-33.38,22.63,22.63
Balmer R,5720,-18.71,69.14,69.14
Capella T,5720,-6.94,34.18,34.18
South M,5720,55.31,-51.02,308.98
Copernicus J,5710,10.13,-23.94,336.06
Cuvier M,5710,-53.42,10.85,10.85
Kant P,5710,-10.82,17.38,17.38
La Condamine V,5710,54.52,-24.14,335.86
Mairan Y,5710,42.8,-44.14,315.86
Nearch G,5710,-63.46,39.96,39.96
Parry E,5710,-8.4,-16.35,343.65
Pytheas A,5710,20.47,-21.74,338.26
Andel E,5700,-12.02,12.22,12.22
Democritus M,5700,63.61,37.12,37.12
Hall C,5700,34.71,35.88,35.88
Hypatia E,5700,-0.35,20.42,20.42
Lalande N,5700,-5.58,-5.74,354.26
Watt S,5700,-52.29,47.86,47.86
Wilkins H,5700,-28.67,18.49,18.49
Wolf G,5700,-22.6,-16.86,343.14
Angstrom A,5690,30.92,-41.15,318.85
Proctor H,5690,-45.75,-2.64,357.36
Walther L,5690,-31.96,-0.98,359.02
Cavendish L,5680,-21.71,-53.77,306.23
Doppelmayer J,5680,-24.52,-41.2,318.8
Doppelmayer K,5680,-24.04,-40.79,319.21
Louville E,5680,43.18,-45.95,314.05
Pons J,5680,-24.87,22.05,22.05
South G,5680,55,-53.25,306.75
Eratosthenes A,5670,18.34,-8.33,351.67
Fra Mauro G,5670,-2.21,-16.33,343.67
Hevelius K,5670,1.58,-70.08,289.92
Playfair E,5670,-21.81,8.89,8.89
Tisserand D,5670,21.76,49.47,49.47
Wilhelm W,5670,-42.6,-20.38,339.62
Abulfeda Z,5660,-14.73,15.18,15.18
Albategnius C,5660,-10.33,3.71,3.71
Arzachel C,5660,-17.49,-3.71,356.29
Marco Polo H,5660,17.81,-1.69,358.31
Schiaparelli C,5660,25.83,-62.22,297.78
Simpelius P,5660,-75.29,3.98,3.98
Stadius P,5660,11.75,-15.23,344.77
Theon Senior B,5660,0.17,14.12,14.12
Aliacensis K,5650,-31.43,6.26,6.26
Burg B,5650,42.7,23.46,23.46
Maurolycus E,5650,-38.43,9.71,9.71
Taruntius K,5650,0.65,51.57,51.57
Vendelinus T,5650,-13.49,62.8,62.8
Deluc Q,5640,-59.05,-3.62,356.38
Gutenberg K,5640,-7.3,40.82,40.82
Herodotus B,5640,22.57,-55.47,304.53
Hipparchus Z,5640,-8.56,9.06,9.06
Geber E,5630,-20.55,12.96,12.96
Jansen K,5630,11.5,29.67,29.67
Agatharchides T,5620,-18.32,-27.8,332.2
Delaunay A,5620,-22.01,2.02,2.02
Gassendi K,5620,-18.78,-43.74,316.26
Geminus W,5620,34.27,47.43,47.43
Mairan E,5620,37.81,-37.24,322.76
Purbach V,5620,-26.75,-0.36,359.64
Ross B,5620,11.38,20.17,20.17
Aristoteles D,5610,47.48,14.71,14.71
Fra Mauro H,5610,-4.15,-15.58,344.42
Kies D,5610,-24.93,-18.55,341.45
Klein B,5610,-12.52,1.78,1.78
Mairan G,5610,40.9,-50.83,309.17
Plato U,5610,49.61,-7.39,352.61
Argelander B,5600,-15.6,5.1,5.1
Bode K,5600,9.3,-2.28,357.72
Stadius B,5600,11.84,-13.62,346.38
Billy C,5590,-16.08,-49.14,310.86
Godin G,5590,1.93,10.97,10.97
Regiomontanus H,5590,-28.63,-4.08,355.92
Wolf A,5590,-22.29,-18.49,341.51
Aliacensis H,5580,-31.81,6.01,6.01
Golgi,5580,27.78,-59.96,300.04
Lehmann K,5580,-36.44,-50.53,309.47
Regiomontanus A,5580,-28.03,-0.7,359.3
Street P,5580,-45.63,-11.98,348.02
Vitruvius L,5580,18.94,30.68,30.68
Dunthorne A,5570,-28.79,-32.67,327.33
Fernelius E,5570,-38.4,6.57,6.57
Gruithuisen H,5570,33.32,-38.47,321.53
Jansen G,5570,9.3,26.02,26.02
Reinhold F,5570,3.36,-21.42,338.58
Walther N,5570,-33.74,-0.22,359.78
Zupus V,5570,-18.22,-56.43,303.57
Angstrom B,5560,31.76,-44.19,315.81
Chevallier K,5560,43.52,50.86,50.86
Isidorus U,5560,-7.95,31.54,31.54
Rhaeticus H,5560,-1.03,5.34,5.34
Abulfeda E,5550,-16.76,10.14,10.14
Licetus K,5550,-45.59,-0.01,359.99
Manilius B,5550,16.61,7.28,7.28
Marius E,5550,12.13,-52.73,307.27
Playfair B,5550,-23.23,7.59,7.59
Saunder B,5550,-3.93,9.81,9.81
Curtius F,5540,-66.86,2.65,2.65
Pickering B,5540,-2.11,7.39,7.39
Sacrobosco K,5540,-22.9,14.69,14.69
Flamsteed F,5530,-4.73,-41.15,318.85
Hainzel X,5530,-36.66,-36.89,323.11
Harding H,5530,40.75,-64.42,295.58
Marius F,5530,12.11,-45.3,314.7
Schickard Q,5530,-42.74,-53.05,306.95
Andel J,5520,-7.54,11.41,11.41
Jacobi T,5520,-56.11,15.22,15.22
Lagalla H,5520,-44.43,-27.11,332.89
Piccolomini W,5520,-26.8,29.17,29.17
Rhaeticus G,5520,0.97,6.41,6.41
Theophilus K,5520,-12.6,26.29,26.29
Wollaston N,5520,28.36,-48.14,311.86
La Condamine M,5510,54.24,-26.72,333.28
Proclus Z,5510,17.94,44.75,44.75
Regiomontanus Z,5510,-27.47,-2.96,357.04
Rheita D,5510,-39.05,50.09,50.09
Riccius R,5510,-41.44,30.66,30.66
South H,5510,57.25,-48.18,311.82
Zach G,5510,-58.54,0.46,0.46
Briggs C,5500,25.02,-66.95,293.05
Brown F,5500,-46.91,-18.48,341.52
Letronne B,5500,-11.27,-41.3,318.7
Santbech R,5500,-23.41,38.75,38.75
Gambart G,5490,1.94,-12.04,347.96
Nonius D,5490,-35.57,1.67,1.67
Plato KA,5490,46.79,-3.58,356.42
Rabbi Levi O,5490,-35.67,24.98,24.98
Hipparchus N,5480,-4.85,4.98,4.98
Neander P,5480,-28.45,41.07,41.07
Sharp J,5470,46.96,-38.06,321.94
Vieta J,5470,-28.89,-56.06,303.94
Brenner L,5460,-38.16,36.61,36.61
Cassini W,5460,42.35,4.25,4.25
Nicolai R,5460,-41.56,25.87,25.87
Catharina H,5450,-19.31,25.37,25.37
Halley B,5450,-8.48,4.45,4.45
Helicon B,5450,37.95,-21.3,338.7
Mee W,5450,-43.64,-35.69,324.31
Zagut M,5450,-30.75,22.72,22.72
Curtius G,5440,-66,2.92,2.92
Daguerre K,5440,-12.25,35.78,35.78
Pallas C,5440,4.49,-1.12,358.88
Langrenus R,5430,-7.76,63.75,63.75
Longomontanus T,5430,-46.8,-22.75,337.25
Abulfeda W,5420,-12.55,13.85,13.85
Kaiser E,5420,-34.94,7.14,7.14
Wilhelm Y,5420,-44.6,-20.98,339.02
Gruemberger D,5410,-68.35,-14.68,345.32
Hommel X,5410,-60.89,32.17,32.17
Tannerus A,5410,-57.56,18.23,18.23
Catharina M,5400,-19.27,20.73,20.73
Mitchell B,5400,48.53,19.44,19.44
Sulpicius Gallus G,5400,19.8,6.31,6.31
Apianus F,5390,-28.14,6.33,6.33
Atlas L,5390,51.33,48.62,48.62
Euclides F,5390,-6.37,-33.73,326.27
Gerard F,5390,43.78,-82.28,277.72
Vendelinus U,5390,-15.91,58.73,58.73
Hansteen B,5380,-12.73,-52.68,307.32
Almanon E,5370,-17.91,13.63,13.63
Borda D,5370,-24.57,46.12,46.12
Doppelmayer N,5370,-29.21,-44.7,315.3
Kathleen,5370,25.34,-0.83,359.17
Santbech Z,5370,-25.88,42.98,42.98
Azophi C,5360,-21.81,13.06,13.06
Barocius O,5360,-45.75,21.93,21.93
Hypatia D,5360,-3.15,22.68,22.68
Maskelyne K,5360,3.23,29.69,29.69
Messier L,5360,-1.26,51.87,51.87
Reiner L,5360,7.97,-54.66,305.34
Agrippa F,5350,4.3,11.37,11.37
Jacobi R,5350,-55.47,13.76,13.76
La Caille H,5350,-24.79,0.75,0.75
Linne B,5350,30.54,14.17,14.17
Piton A,5350,39.83,-0.95,359.05
Thebit C,5350,-21.27,-4.12,355.88
Walther F,5350,-33.15,2.09,2.09
Birt E,5340,-20.72,-9.66,350.34
Pallas N,5340,7.02,0.49,0.49
Almanon D,5330,-18.6,15.54,15.54
Dechen C,5330,45.94,-69.89,290.11
Eratosthenes B,5330,18.7,-8.7,351.3
Gauricus K,5330,-33.35,-13.97,346.03
Gay-Lussac D,5330,14.58,-21.06,338.94
Hell L,5330,-30.65,-4.72,355.28
Mercator E,5330,-30.1,-26.85,333.15
Gassendi L,5320,-20.39,-41.79,318.21
Louville K,5320,46.78,-55.22,304.78
Neander V,5320,-31.26,38.08,38.08
Parrot P,5320,-18.74,2.92,2.92
Segner M,5320,-59.78,-45.49,314.51
Airy S,5310,-17.28,9.39,9.39
Hainzel Z,5310,-37.7,-35.43,324.57
Aristoteles N,5300,52.9,26.84,26.84
Schroter M,5300,6.94,-11.68,348.32
Abulfeda S,5280,-12.28,13.3,13.3
Dollond M,5280,-10.12,16.91,16.91
Gerard E,5280,44.52,-80.99,279.01
Kelvin C,5280,-27.58,-32.75,327.25
Maupertuis K,5280,49.33,-25.1,334.9
Mersenius M,5280,-21.34,-48.56,311.44
Proctor C,5280,-47.61,-6.65,353.35
Censorinus J,5270,-1.04,31.33,31.33
Euler F,5270,21.14,-27.96,332.04
Breislak C,5260,-48.96,18.85,18.85
Cleostratus N,5260,60.62,-73.77,286.23
Ramsden A,5260,-33.5,-31.43,328.57
Andel H,5250,-6.67,11.31,11.31
Biot T,5250,-21.45,49.8,49.8
De Vico L,5250,-19.87,-57.89,302.11
Deluc U,5250,-59.1,-2.97,357.03
Gauricus M,5250,-34.42,-13.7,346.3
Theon Senior C,5250,-1.42,14.51,14.51
Torricelli J,5250,-3.64,25.09,25.09
Turner A,5250,-1.09,-14.75,345.25
Chacornac A,5240,29.82,31.58,31.58
Almanon F,5230,-15.92,14.27,14.27
Fracastorius R,5230,-23.88,33.68,33.68
Herigonius F,5230,-15.48,-35.04,324.96
Longomontanus V,5230,-50.8,-19,341
Mersenius R,5230,-19.4,-47.68,312.32
Poisson R,5230,-30.05,8.41,8.41
Riccius K,5230,-39.17,25.62,25.62
Schickard R,5230,-44.13,-53.82,306.18
Dollond E,5220,-10.26,15.7,15.7
Kunowsky D,5220,1.53,-28.84,331.16
Schroter K,5220,3.09,-7.93,352.07
Watt B,5220,-50.28,48.3,48.3
Flamsteed J,5210,-6.67,-49.33,310.67
Hipparchus W,5210,-5.08,7.72,7.72
Klein C,5210,-12.58,2.54,2.54
Licetus D,5210,-47.99,4.4,4.4
Macrobius Z,5210,24.32,42.54,42.54
Stadius R,5210,12.25,-15.26,344.74
Theon Senior A,5210,-0.2,15.39,15.39
Bessel D,5200,27.34,19.86,19.86
Maury K,5200,39.47,41.07,41.07
Rothmann K,5200,-28.86,24.36,24.36
Schroter G,5200,3.17,-9.44,350.56
Birmingham G,5190,64.58,-10.23,349.77
Busching A,5190,-38.37,20.43,20.43
